Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore
male,group D,associate's degree,free/reduced,none,single,regularly,yes,1,,54
female,group E,bachelor's degree,standard,none,married,regularly,,2,school_bus,100
male,group B,high school,standard,,married,sometimes,no,4,,72
male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,52
male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,54
female,group E,some college,standard,none,divorced,never,no,1,private,68
female,group C,some college,free/reduced,none,widowed,sometimes,yes,4,school_bus,77
male,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,,private,75
female,group C,some college,standard,none,married,sometimes,no,4,,84
female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,26
male,group A,high school,free/reduced,completed,married,regularly,no,7,school_bus,76
female,group A,high school,free/reduced,completed,single,regularly,yes,3,private,79
male,,some college,standard,none,married,regularly,yes,2,private,93
female,group C,associate's degree,standard,completed,divorced,sometimes,no,1,private,83
female,group C,high school,standard,,married,regularly,yes,0,private,62
female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,68
female,group D,some high school,standard,none,married,sometimes,no,5,private,57
female,group B,associate's degree,standard,,single,sometimes,yes,2,private,90
female,group D,bachelor's degree,standard,completed,,sometimes,yes,3,,73
male,group E,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,76
male,group D,,standard,none,married,sometimes,no,1,school_bus,80
female,group D,master's degree,standard,none,single,never,yes,1,private,53
male,group E,associate's degree,standard,none,single,sometimes,yes,4,school_bus,78
male,group B,high school,standard,completed,married,sometimes,yes,1,private,73
female,group D,associate's degree,free/reduced,,married,sometimes,yes,3,school_bus,52
male,,some college,free/reduced,none,married,sometimes,yes,2,private,70
male,group A,high school,standard,none,divorced,sometimes,yes,2,private,59
female,group B,associate's degree,standard,none,single,regularly,no,3,school_bus,48
male,group C,high school,standard,none,married,sometimes,no,,school_bus,67
male,group D,some college,free/reduced,none,married,sometimes,yes,3,private,61
female,group C,associate's degree,free/reduced,none,married,sometimes,,4,school_bus,60
male,group B,some high school,standard,completed,divorced,regularly,yes,1,school_bus,65
male,group A,associate's degree,free/reduced,completed,,never,yes,5,school_bus,76
female,group A,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,64
female,group C,associate's degree,standard,,divorced,sometimes,,0,,64
female,group C,some college,standard,none,married,sometimes,no,1,school_bus,83
female,group C,bachelor's degree,standard,none,married,sometimes,yes,6,school_bus,78
female,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,53
male,group D,high school,standard,completed,divorced,sometimes,yes,4,private,68
female,group C,some college,standard,none,married,regularly,no,3,school_bus,53
female,group D,some college,free/reduced,completed,,sometimes,no,1,school_bus,59
male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,73
female,group D,master's degree,standard,none,married,sometimes,yes,2,school_bus,74
female,group B,associate's degree,standard,completed,married,sometimes,yes,0,private,91
male,group C,some college,free/reduced,none,divorced,sometimes,yes,0,school_bus,63
female,group E,associate's degree,standard,completed,married,regularly,yes,3,school_bus,100
female,group D,master's degree,free/reduced,none,single,regularly,yes,1,private,41
female,group B,some high school,standard,none,married,sometimes,yes,3,school_bus,79
male,group A,high school,standard,none,married,regularly,yes,1,school_bus,70
male,group C,,standard,none,single,sometimes,no,3,private,79
female,group C,bachelor's degree,standard,none,married,regularly,no,1,private,88
male,group D,some college,standard,none,married,sometimes,no,3,,76
male,group A,,standard,none,,sometimes,yes,2,,62
male,group D,some high school,free/reduced,none,married,regularly,no,2,school_bus,61
female,group B,some high school,standard,completed,divorced,regularly,yes,3,private,55
female,group B,master's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,77
female,group C,some high school,standard,completed,married,sometimes,no,1,private,76
female,group D,some college,standard,none,married,sometimes,no,1,private,74
female,group E,some college,standard,completed,divorced,never,yes,1,school_bus,64
female,group D,some high school,standard,completed,single,regularly,no,1,school_bus,67
female,group B,high school,free/reduced,completed,married,sometimes,no,5,school_bus,67
male,group D,,standard,none,married,sometimes,no,3,private,71
female,group C,associate's degree,standard,none,single,sometimes,yes,4,private,91
male,,bachelor's degree,standard,none,married,sometimes,yes,5,private,71
male,group C,master's degree,free/reduced,,widowed,regularly,yes,2,,56
male,group C,high school,standard,completed,married,sometimes,no,2,private,53
male,,some college,standard,none,single,sometimes,yes,3,private,70
male,group C,some high school,free/reduced,completed,single,sometimes,yes,4,school_bus,54
female,group C,high school,free/reduced,none,divorced,sometimes,yes,2,,36
female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,2,private,28
female,group C,associate's degree,standard,none,married,never,no,1,private,60
female,group C,associate's degree,standard,completed,married,,yes,1,private,68
female,group C,some high school,standard,none,married,never,yes,2,private,45
male,group E,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,60
female,group E,associate's degree,standard,completed,married,sometimes,no,4,school_bus,79
male,group B,high school,standard,completed,married,sometimes,no,1,school_bus,75
female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,5,private,66
male,,associate's degree,standard,completed,single,never,no,2,,47
female,group D,high school,standard,none,married,never,yes,1,school_bus,49
male,,bachelor's degree,standard,completed,,sometimes,no,2,school_bus,82
male,group A,associate's degree,standard,completed,married,sometimes,no,3,school_bus,99
male,group C,high school,standard,completed,married,sometimes,no,1,private,75
male,,associate's degree,free/reduced,,single,sometimes,no,2,school_bus,76
female,,associate's degree,standard,none,divorced,regularly,yes,3,private,83
female,group D,associate's degree,standard,none,single,regularly,no,2,private,86
female,group D,,standard,none,married,sometimes,yes,2,,64
male,group E,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,80
female,group A,some high school,standard,completed,married,sometimes,yes,3,school_bus,92
male,group C,high school,standard,completed,divorced,regularly,yes,2,private,71
female,group C,high school,free/reduced,none,married,regularly,no,5,school_bus,61
male,group C,master's degree,standard,none,married,sometimes,yes,1,school_bus,77
male,group C,some high school,free/reduced,none,,sometimes,yes,0,,76
male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,89
female,group B,,standard,none,married,never,no,3,private,38
male,group D,some college,free/reduced,none,married,regularly,no,2,private,79
male,group E,associate's degree,standard,none,divorced,regularly,yes,1,private,56
female,group C,some college,free/reduced,,single,regularly,no,,private,33
male,group C,master's degree,free/reduced,none,single,regularly,yes,1,school_bus,63
female,group B,associate's degree,free/reduced,none,single,sometimes,no,2,school_bus,51
male,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,75
female,group D,some college,standard,completed,divorced,sometimes,no,3,school_bus,74
female,group C,some college,standard,none,single,regularly,yes,3,school_bus,66
male,group C,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,95
female,group D,some college,free/reduced,completed,divorced,sometimes,yes,1,,63
male,group B,bachelor's degree,free/reduced,none,married,sometimes,,1,school_bus,46
male,group B,associate's degree,standard,none,divorced,sometimes,no,2,school_bus,46
female,group E,bachelor's degree,free/reduced,completed,single,never,no,4,private,89
female,group D,master's degree,free/reduced,completed,married,,yes,2,,61
male,group B,high school,free/reduced,none,married,regularly,yes,6,private,62
male,,bachelor's degree,free/reduced,none,single,regularly,yes,2,private,70
male,group B,,standard,completed,divorced,regularly,yes,1,private,73
male,group A,bachelor's degree,standard,none,married,never,yes,1,school_bus,88
female,group C,some college,standard,,single,sometimes,no,5,private,54
female,group C,high school,free/reduced,completed,,sometimes,yes,1,school_bus,50
female,,high school,standard,none,,sometimes,no,1,private,76
male,group A,associate's degree,free/reduced,,married,sometimes,yes,7,school_bus,40
male,group A,some college,standard,completed,married,sometimes,yes,0,school_bus,61
female,group B,high school,standard,none,married,sometimes,yes,1,school_bus,78
female,group B,some college,free/reduced,completed,single,sometimes,no,1,school_bus,49
female,group D,master's degree,standard,none,married,regularly,no,3,school_bus,52
female,group D,some high school,standard,none,married,sometimes,no,2,school_bus,78
female,group E,some high school,standard,none,divorced,never,yes,3,school_bus,74
female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1,school_bus,63
female,,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,75
female,group A,high school,standard,none,married,sometimes,yes,3,school_bus,55
female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,43
female,group C,some college,standard,none,,regularly,no,1,school_bus,53
female,group A,some high school,standard,none,single,sometimes,yes,1,,48
male,group C,some college,free/reduced,none,widowed,sometimes,no,3,private,56
male,,some high school,standard,none,widowed,sometimes,yes,5,school_bus,67
male,group E,bachelor's degree,standard,none,married,never,yes,,,65
female,,,standard,,married,sometimes,yes,3,private,74
female,group C,bachelor's degree,standard,completed,married,regularly,no,2,private,94
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,57
